30 30
0 0 0 0 0 0 33 0 0 0 0 0 0 0 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 15 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 
0 0 0 0 0 53 0 91 0 0 0 0 0 0 0 0 0 0 0 0 0 52 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 43 0 93 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 85 0 0 0 0 27 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 28 0 0 0 0 0 0 50 0 0 0 0 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 72 0 0 0 0 0 0 0 0 57 0 0 0 7 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 78 0 0 52 0 0 0 0 0 0 0 58 0 0 52 0 0 0 0 0 0 0 0 0 0 0 
0 30 42 0 0 70 0 0 0 0 0 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 0 0 0 0 0 0 0 0 0 0 0 0 0 
29 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 59 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 88 0 0 0 0 0 19 0 0 0 0 19 0 0 0 0 0 51 0 0 0 0 0 
80 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 93 0 
0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 78 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 79 88 0 59 0 27 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 90 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 85 0 
0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 70 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 75 0 0 0 50 0 0 0 0 0 0 0 0 88 0 0 0 0 0 
90 0 0 0 69 0 0 0 0 0 0 0 0 0 0 0 0 32 17 0 0 8 0 0 0 66 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 80 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 9 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 76 
0 0 0 0 0 0 0 0 0 0 0 0 98 0 0 0 0 0 0 99 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 20 0 71 0 0 0 0 0 0 0 0 0 0 31 0 0 0 29 0 0 0 0 
0 0 0 4 0 0 0 0 44 0 0 0 39 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 88 14 0 0 0 0 22 0 0 
